AIRCRAFT,PHASE_OF_FLIGHT,SPECIES,TIME_OF_DAY,HEIGHT,DAMAGE_SEVERITY
UNKNOWN,nan,Microbats,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,1
UNKNOWN,APPROACH,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,nan,Rock pigeon,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Swainson's hawk,UNKNOWN,-1,0
UNKNOWN,Climb,Ring-billed gull,UNKNOWN,15,0
UNKNOWN,Climb,American crow,UNKNOWN,5,2
UNKNOWN,nan,Lark bunting,UNKNOWN,-1,0
UNKNOWN,nan,Common raven,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Approach,Coyote,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Climb,Gulls,UNKNOWN,2000,1
UNKNOWN,nan,Gray catbird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Purple martin,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,Landing Roll,Canada goose,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,200,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,Landing Roll,White-tailed deer,UNKNOWN,0,2
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Dark-eyed junco,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,500,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,10,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,Landing Roll,Barn owl,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,10,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Rock pigeon,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,Hawks,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,Take-off run,Herring gull,UNKNOWN,0,1
UNKNOWN,Climb,Burrowing owl,UNKNOWN,50,0
UNKNOWN,Take-off run,Hawks,UNKNOWN,0,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Western kingbird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,1000,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Wood duck,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,2000,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1800,0
UNKNOWN,Climb,Blackbirds,UNKNOWN,200,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Common snipe,UNKNOWN,-1,0
UNKNOWN,Landing Roll,European starling,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - medium,UNKNOWN,0,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Canada goose,UNKNOWN,200,1
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,White-tailed deer,UNKNOWN,-1,0
UNKNOWN,Approach,White-tailed deer,UNKNOWN,5,1
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,7000,1
UNKNOWN,Departure,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,nan,Savannah sparrow,UNKNOWN,-1,0
UNKNOWN,Climb,Common grackle,UNKNOWN,200,1
UNKNOWN,Approach,Perching birds (y),UNKNOWN,60,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,2900,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1500,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,2000,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Approach,Horned lark,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird - small,UNKNOWN,11000,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,nan,Song sparrow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Approach,Tree swallow,UNKNOWN,8,0
UNKNOWN,nan,Cattle egret,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Spotted dove,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,500,0
UNKNOWN,Take-off run,Rough-legged hawk,UNKNOWN,0,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1464,0
UNKNOWN,Landing Roll,Chimney swift,UNKNOWN,0,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,1100,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,6000,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,10,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,nan,Perching birds (y),UNKNOWN,-1,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,4000,1
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Common snipe,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - large,UNKNOWN,-1,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Take-off run,Ring-billed gull,UNKNOWN,0,0
UNKNOWN,Approach,Cliff swallow,UNKNOWN,200,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Turkey vulture,UNKNOWN,200,0
UNKNOWN,Climb,Western meadowlark,UNKNOWN,50,0
UNKNOWN,Approach,Killdeer,UNKNOWN,50,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,nan,Striped skunk,UNKNOWN,-1,0
UNKNOWN,Approach,American robin,UNKNOWN,3000,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Whip-poor-will,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,Approach,Ring-billed gull,UNKNOWN,20,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,5700,0
UNKNOWN,nan,Brazilian free-tailed bat,UNKNOWN,-1,0
UNKNOWN,nan,Black-tailed jackrabbit,UNKNOWN,-1,0
UNKNOWN,Approach,Hawks,UNKNOWN,10,1
UNKNOWN,nan,Western grebe,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,20,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,10,1
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,900,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird or bat,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Hoary bat,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,100,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3000,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Take-off run,Woodchuck,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1500,0
UNKNOWN,Approach,Red-tailed hawk,UNKNOWN,1000,2
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Sandhill crane,UNKNOWN,0,0
UNKNOWN,nan,House finch,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Landing Roll,Meadowlarks,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - large,UNKNOWN,800,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3000,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Local,Chimney swift,UNKNOWN,-1,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,Approach,Sparrows,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Diamondback terrapin,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Lincoln's sparrow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3000,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,Landing Roll,Killdeer,UNKNOWN,0,0
UNKNOWN,Approach,American kestrel,UNKNOWN,100,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Killdeer,UNKNOWN,10,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,Landing Roll,Bank swallow,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1800,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Common yellowthroat,UNKNOWN,800,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Osprey,UNKNOWN,-1,0
UNKNOWN,Approach,Gulls,UNKNOWN,1500,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Glaucous-winged gull,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,California gull,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Take-off run,Barn owl,UNKNOWN,0,2
UNKNOWN,Take-off run,White-throated swift,UNKNOWN,0,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Mallard,UNKNOWN,25,0
UNKNOWN,nan,Swallows,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Cliff swallow,UNKNOWN,0,0
UNKNOWN,nan,House sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,2000,1
UNKNOWN,Approach,Unknown bird,UNKNOWN,1400,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Descent,Unknown bird or bat,UNKNOWN,11000,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1300,0
UNKNOWN,Landing Roll,Black-bellied plover,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,3000,1
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,400,0
UNKNOWN,Climb,Hermit thrush,UNKNOWN,6400,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1800,0
UNKNOWN,Landing Roll,Purple martin,UNKNOWN,0,0
UNKNOWN,Climb,Chimney swift,UNKNOWN,100,0
UNKNOWN,nan,House finch,UNKNOWN,-1,0
UNKNOWN,Approach,Herring gull,UNKNOWN,2,1
UNKNOWN,nan,Wilson's snipe,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Take-off run,Mourning dove,UNKNOWN,0,0
UNKNOWN,nan,American redstart,UNKNOWN,-1,0
UNKNOWN,nan,California gull,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - large,UNKNOWN,10,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Take-off run,Rock pigeon,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,3200,0
UNKNOWN,Approach,Lesser nighthawk,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,American robin,UNKNOWN,-1,0
UNKNOWN,Approach,Snowy owl,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,6000,0
UNKNOWN,Take-off run,Greater sage-grouse,UNKNOWN,0,1
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,Semipalmated sandpiper,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,500,0
UNKNOWN,En Route,Unknown bird - medium,UNKNOWN,400,2
UNKNOWN,Approach,Killdeer,UNKNOWN,30,0
UNKNOWN,nan,Bar-tailed godwit,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,6000,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,European starling,UNKNOWN,10,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,3500,0
UNKNOWN,nan,Gulls,UNKNOWN,-1,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,nan,Pacific golden-plover,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,150,0
UNKNOWN,Take-off run,Barn swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,Landing Roll,Turkey vulture,UNKNOWN,0,1
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Common nighthawk,UNKNOWN,10,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Take-off run,Gulls,UNKNOWN,0,0
UNKNOWN,Take-off run,White-tailed deer,UNKNOWN,0,1
UNKNOWN,nan,Desert cottontail,UNKNOWN,-1,0
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Townsend's warbler,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,400,0
UNKNOWN,Take-off run,American crow,UNKNOWN,0,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Horned lark,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Horned lark,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Upland sandpiper,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Great egret,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,700,0
UNKNOWN,Approach,Purple martin,UNKNOWN,1100,2
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,800,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,-1,2
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,nan,Herring gull,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Mourning dove,UNKNOWN,0,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,Arrival,Cliff swallow,UNKNOWN,-1,0
UNKNOWN,nan,Glaucous gull,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,10,0
UNKNOWN,Take-off run,Unknown bird,UNKNOWN,0,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Eastern meadowlark,UNKNOWN,0,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1900,0
UNKNOWN,nan,Grasshopper sparrow,UNKNOWN,-1,0
UNKNOWN,En Route,Unknown bird - small,UNKNOWN,1200,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,Eastern meadowlark,UNKNOWN,-1,0
UNKNOWN,nan,Red fox,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Vesper bats,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,nan,Short-eared owl,UNKNOWN,-1,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,250,0
UNKNOWN,Approach,Killdeer,UNKNOWN,50,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,50,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,300,0
UNKNOWN,nan,Western grebe,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,500,0
UNKNOWN,Approach,Burrowing owl,UNKNOWN,15,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,200,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Take-off run,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,Ring-billed gull,UNKNOWN,-1,0
UNKNOWN,nan,Horned lark,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Red-tailed hawk,UNKNOWN,0,0
UNKNOWN,nan,Blackpoll warbler,UNKNOWN,-1,0
UNKNOWN,nan,Barn owl,UNKNOWN,-1,0
UNKNOWN,Approach,Blackpoll warbler,UNKNOWN,2500,0
UNKNOWN,Landing Roll,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Swamp sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Take-off run,American kestrel,UNKNOWN,0,0
UNKNOWN,nan,Bank swallow,UNKNOWN,-1,0
UNKNOWN,Climb,Mourning dove,UNKNOWN,200,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,1500,0
UNKNOWN,Approach,Swainson's thrush,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,6000,0
UNKNOWN,Approach,Sparrows,UNKNOWN,5600,0
UNKNOWN,nan,Sparrows,UNKNOWN,-1,0
UNKNOWN,Landing Roll,European starling,UNKNOWN,0,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Pied-billed grebe,UNKNOWN,1000,1
UNKNOWN,nan,Virginia opossum,UNKNOWN,-1,0
UNKNOWN,Take-off run,Sparrows,UNKNOWN,0,0
UNKNOWN,Landing Roll,Tree swallow,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Western kingbird,UNKNOWN,-1,0
UNKNOWN,Descent,American robin,UNKNOWN,9000,1
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,European starling,UNKNOWN,2,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,nan,Common yellowthroat,UNKNOWN,-1,0
UNKNOWN,Climb,Gulls,UNKNOWN,300,1
UNKNOWN,Approach,Unknown bird,UNKNOWN,250,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,Take-off run,American golden-plover,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - medium,UNKNOWN,1300,0
UNKNOWN,nan,Desert cottontail,UNKNOWN,-1,0
UNKNOWN,Climb,Killdeer,UNKNOWN,5000,0
UNKNOWN,Climb,European starling,UNKNOWN,10,0
UNKNOWN,Approach,White-throated sparrow,UNKNOWN,-1,0
UNKNOWN,nan,Big brown bat,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,100,0
UNKNOWN,nan,Cackling goose,UNKNOWN,-1,0
UNKNOWN,nan,Doves,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,nan,Grackles,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Common raven,UNKNOWN,-1,0
UNKNOWN,nan,Lark bunting,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Violet-green swallow,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,800,0
UNKNOWN,Landing Roll,Mallard,UNKNOWN,0,0
UNKNOWN,Landing Roll,Unknown bird,UNKNOWN,0,0
UNKNOWN,Landing Roll,Barn swallow,UNKNOWN,0,0
UNKNOWN,Approach,Mallard,UNKNOWN,500,1
UNKNOWN,Take-off run,Horned lark,UNKNOWN,0,0
UNKNOWN,nan,Cattle egret,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird,UNKNOWN,20,1
UNKNOWN,Take-off run,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Approach,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,Approach,Canada goose,UNKNOWN,100,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Take-off run,Gulls,UNKNOWN,0,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,40,0
UNKNOWN,nan,Western meadowlark,UNKNOWN,-1,0
UNKNOWN,Climb,Unknown bird,UNKNOWN,2700,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - medium,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird,UNKNOWN,-1,0
UNKNOWN,Approach,Swainson's thrush,UNKNOWN,5600,0
UNKNOWN,nan,Mourning dove,UNKNOWN,-1,0
UNKNOWN,nan,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,Glaucous-winged gull,UNKNOWN,-1,0
UNKNOWN,nan,Red-tailed hawk,UNKNOWN,-1,0
UNKNOWN,nan,Killdeer,UNKNOWN,-1,0
UNKNOWN,Approach,Savannah sparrow,UNKNOWN,2000,0
UNKNOWN,Departure,Unknown bird or bat,UNKNOWN,-1,0
UNKNOWN,nan,Barn swallow,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,-1,0
UNKNOWN,nan,American kestrel,UNKNOWN,-1,0
UNKNOWN,Approach,Unknown bird - small,UNKNOWN,1000,0
UNKNOWN,nan,Turtles,UNKNOWN,-1,0
UNKNOWN,nan,Yellow bittern,UNKNOWN,-1,0
UNKNOWN,nan,European starling,UNKNOWN,-1,0
UNKNOWN,Landing Roll,Unknown bird - small,UNKNOWN,0,0
UNKNOWN,Take-off run,Swallows,UNKNOWN,0,0
UNKNOWN,Climb,Unknown bird - small,UNKNOWN,100,0
